queryItem,stringId,ncbiTaxonId,taxonName,preferredName,annotation
OR3A2,ENSP00000386180,9606,Homo sapiens,OR3A2,Olfactory receptor 3A2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
PDE1A,ENSP00000410309,9606,Homo sapiens,PDE1A,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A; Cyclic nucleotide phosphodiesterase with a dual-specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Has a higher affinity for cGMP than for cAMP."
PDE1C,ENSP00000379496,9606,Homo sapiens,PDE1C,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C; Calmodulin-dependent cyclic nucleotide phosphodiesterase with a dual-specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Has a high affinity for both cAMP and cGMP. Modulates the amplitude and duration of the cAMP signal in sensory cilia in response to odorant stimulation, hence contributing to the generation of action potentials. Regulates smooth muscle cell proliferation. Regulates the stability of growth factor receptors, including PDGFRB (P [...] "
PDE2A,ENSP00000334910,9606,Homo sapiens,PDE2A,"cGMP-dependent 3',5'-cyclic phosphodiesterase; Cyclic nucleotide phosphodiesterase with a dual-specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Plays an important role in growth and invasion of malignant melanoma cells (e.g. pseudomyxoma peritonei (PMP) cell line)."
PDE1B,ENSP00000243052,9606,Homo sapiens,PDE1B,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B; Cyclic nucleotide phosphodiesterase with a dual-specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Has a preference for cGMP as a substrate."
GNG13,ENSP00000248150,9606,Homo sapiens,GNG13,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction."
CALML5,ENSP00000369689,9606,Homo sapiens,CALML5,Calmodulin-like protein 5; Binds calcium. May be involved in terminal differentiation of keratinocytes.
PRKACA,ENSP00000309591,9606,Homo sapiens,PRKACA,"cAMP-dependent protein kinase catalytic subunit alpha; Phosphorylates a large number of substrates in the cytoplasm and the nucleus. Regulates the abundance of compartmentalized pools of its regulatory subunits through phosphorylation of PJA2 which binds and ubiquitinates these subunits, leading to their subsequent proteolysis. Phosphorylates CDC25B, ABL1, NFKB1, CLDN3, PSMC5/RPT6, PJA2, RYR2, RORA and VASP. RORA is activated by phosphorylation. Required for glucose- mediated adipogenic differentiation increase and osteogenic differentiation inhibition from osteoblasts. Involved in the [...] "
PRKACB,ENSP00000359719,9606,Homo sapiens,PRKACB,"cAMP-dependent protein kinase catalytic subunit beta; Mediates cAMP-dependent signaling triggered by receptor binding to GPCRs. PKA activation regulates diverse cellular processes such as cell proliferation, the cell cycle, differentiation and regulation of microtubule dynamics, chromatin condensation and decondensation, nuclear envelope disassembly and reassembly, as well as regulation of intracellular transport mechanisms and ion flux. Regulates the abundance of compartmentalized pools of its regulatory subunits through phosphorylation of PJA2 which binds and ubiquitinates these subu [...] "
PRKACG,ENSP00000366488,9606,Homo sapiens,PRKACG,cAMP-dependent protein kinase catalytic subunit gamma; Phosphorylates a large number of substrates in the cytoplasm and the nucleus.
PRKG1,ENSP00000363092,9606,Homo sapiens,PRKG1,"cGMP-dependent protein kinase 1; Serine/threonine protein kinase that acts as key mediator of the nitric oxide (NO)/cGMP signaling pathway. GMP binding activates PRKG1, which phosphorylates serines and threonines on many cellular proteins. Numerous protein targets for PRKG1 phosphorylation are implicated in modulating cellular calcium, but the contribution of each of these targets may vary substantially among cell types. Proteins that are phosphorylated by PRKG1 regulate platelet activation and adhesion, smooth muscle contraction, cardiac function, gene expression, feedback of the NO-s [...] "
PRKG2,ENSP00000264399,9606,Homo sapiens,PRKG2,cGMP-dependent protein kinase 2; Crucial regulator of intestinal secretion and bone growth (By similarity). Phosphorylates and activates CFTR on the plasma membrane. Plays a key role in intestinal secretion by regulating cGMP-dependent translocation of CFTR in jejunum (By similarity). Acts downstream of NMDAR to activate the plasma membrane accumulation of GRIA1/GLUR1 in synapse and increase synaptic plasticity. Phosphorylates GRIA1/GLUR1 at Ser-863 (By similarity). Acts as regulator of gene expression and activator of the extracellular signal-regulated kinases MAPK3/ERK1 and MAPK1/ERK [...] 
OR2S2,ENSP00000344040,9606,Homo sapiens,OR2S2,Olfactory receptor 2S2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
ANO2,ENSP00000348453,9606,Homo sapiens,ANO2,"Anoctamin-2; Calcium-activated chloride channel (CaCC) which may play a role in olfactory signal transduction. Odorant molecules bind to odor- sensing receptors (OSRs), leading to an increase in calcium entry that activates CaCC current which amplifies the depolarization of the OSR cells, ANO2 seems to be the underlying chloride channel involved in this process. May mediate light perception amplification in retina. Belongs to the anoctamin family."
RGS2,ENSP00000235382,9606,Homo sapiens,RGS2,"Regulator of G-protein signaling 2; Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP- bound form. It is involved in the negative regulation of the angiotensin-activated signaling pathway. Plays a role in the regulation of blood pressure in response to signaling via G protein-coupled receptors and GNAQ. Plays a role in regulating the constriction and relaxation of vascular smooth muscle (By similarity). Binds EIF2B5 and blocks its activity, the [...] "
SLC8A2,ENSP00000236877,9606,Homo sapiens,SLC8A2,"Sodium/calcium exchanger 2; Mediates the electrogenic exchange of Ca(2+) against Na(+) ions across the cell membrane, and thereby contributes to the regulation of cytoplasmic Ca(2+) levels and Ca(2+)-dependent cellular processes. Contributes to cellular Ca(2+) homeostasis in excitable cells. Contributes to the rapid decrease of cytoplasmic Ca(2+) levels back to baseline after neuronal activation, and thereby contributes to modulate synaptic plasticity, learning and memory. Plays a role in regulating urinary Ca(2+) and Na(+) excretion. Belongs to the Ca(2+):cation antiporter (CaCA) (TC  [...] "
SLC8A1,ENSP00000384763,9606,Homo sapiens,SLC8A1,"Sodium/calcium exchanger 1; Mediates the exchange of one Ca(2+) ion against three to four Na(+) ions across the cell membrane, and thereby contributes to the regulation of cytoplasmic Ca(2+) levels and Ca(2+)-dependent cellular processes. Contributes to Ca(2+) transport during excitation-contraction coupling in muscle. In a first phase, voltage-gated channels mediate the rapid increase of cytoplasmic Ca(2+) levels due to release of Ca(2+) stores from the endoplasmic reticulum. SLC8A1 mediates the export of Ca(2+) from the cell during the next phase, so that cytoplasmic Ca(2+) levels ra [...] "
SLC8A3,ENSP00000370669,9606,Homo sapiens,SLC8A3,"Sodium/calcium exchanger 3; Mediates the electrogenic exchange of Ca(2+) against Na(+) ions across the cell membrane, and thereby contributes to the regulation of cytoplasmic Ca(2+) levels and Ca(2+)-dependent cellular processes. Contributes to cellular Ca(2+) homeostasis in excitable cells, both in muscle and in brain. In a first phase, voltage-gated channels mediate the rapid increase of cytoplasmic Ca(2+) levels due to release of Ca(2+) stores from the endoplasmic reticulum. SLC8A3 mediates the export of Ca(2+) from the cell during the next phase, so that cytoplasmic Ca(2+) levels r [...] "
OR4F29,ENSP00000409316,9606,Homo sapiens,OR4F29,Olfactory receptor family 4 subfamily F member 29.
OR13A1,ENSP00000363522,9606,Homo sapiens,OR13A1,Olfactory receptor 13A1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR5H6,ENSP00000493340,9606,Homo sapiens,OR5H6,Olfactory receptor 5H6; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR5H2,ENSP00000347418,9606,Homo sapiens,OR5H2,Olfactory receptor 5H2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4K5,ENSP00000319511,9606,Homo sapiens,OR4K5,Olfactory receptor 4K5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2H2,ENSP00000492959,9606,Homo sapiens,OR2H2,Olfactory receptor 2H2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR51G1,ENSP00000485612,9606,Homo sapiens,OR51G1,Olfactory receptor 51G1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR11H2,ENSP00000492923,9606,Homo sapiens,OR11H2,Olfactory receptor 11H2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR51B4,ENSP00000369573,9606,Homo sapiens,OR51B4,Olfactory receptor 51B4; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR51B2,ENSP00000485407,9606,Homo sapiens,OR51B2,Olfactory receptor 51B2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4C5,ENSP00000321338,9606,Homo sapiens,OR4C5,Olfactory receptor 4C5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR52N1,ENSP00000493272,9606,Homo sapiens,OR52N1,Olfactory receptor 52N1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR10G6,ENSP00000477445,9606,Homo sapiens,OR10G6,Olfactory receptor 10G6; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4F5,ENSP00000334393,9606,Homo sapiens,OR4F5,Olfactory receptor 4F5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2A4,ENSP00000319546,9606,Homo sapiens,OR2A4,Olfactory receptor 2A4; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4K1,ENSP00000493205,9606,Homo sapiens,OR4K1,Olfactory receptor 4K1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR6J1,ENSP00000437629,9606,Homo sapiens,OR6J1,Olfactory receptor 6J1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
CALM1,ENSP00000499717,9606,Homo sapiens,CALM1,Calmodulin-1; Calmodulin 1; Belongs to the calmodulin family.
CALM2,ENSP00000499797,9606,Homo sapiens,CALM2,Calmodulin 2.
CALM3,ENSP00000291295,9606,Homo sapiens,CALM3,"Calmodulin-1; Calmodulin mediates the control of a large number of enzymes, ion channels, aquaporins and other proteins through calcium-binding. Among the enzymes to be stimulated by the calmodulin-calcium complex are a number of protein kinases and phosphatases. Together with CCP110 and centrin, is involved in a genetic pathway that regulates the centrosome cycle and progression through cytokinesis. Mediates calcium-dependent inactivation of CACNA1C. Positively regulates calcium-activated potassium channel activity of KCNN2."
CALML3,ENSP00000315299,9606,Homo sapiens,CALML3,"Calmodulin-like protein 3; May function as a specific light chain of unconventional myosin-10 (MYO10), also enhances MYO10 translation, possibly by acting as a chaperone for the emerging MYO10 heavy chain protein. May compete with calmodulin by binding, with different affinities, to cellular substrates."
OR5AC2,ENSP00000351466,9606,Homo sapiens,OR5AC2,Olfactory receptor 5AC2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR11H1,ENSP00000252835,9606,Homo sapiens,OR11H1,Olfactory receptor 11H1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4F17,ENSP00000467301,9606,Homo sapiens,OR4F17,Olfactory receptor 4F17; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4K15,ENSP00000304077,9606,Homo sapiens,OR4K15,Olfactory receptor 4K15; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR8J3,ENSP00000493166,9606,Homo sapiens,OR8J3,Olfactory receptor 8J3; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR51G2,ENSP00000493323,9606,Homo sapiens,OR51G2,Olfactory receptor 51G2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR51E2,ENSP00000380153,9606,Homo sapiens,OR51E2,"Olfactory receptor 51E2; Olfactory receptor. Activated by the odorant, beta-ionone, a synthetic terpenoid. The activity of this receptor is propably mediated by G-proteins leading to the elevation of intracellular Ca(2+), cAMP and activation of the protein kinases PKA and MAPK3/MAPK1. Stimulation of OR51E2 by beta-ionone affects melanocyte proliferation, differentiation, and melanogenesis. Activation of OR51E2 by beta-ionone increases proliferation and migration of primary retinal pigment epithelial (RPE) cells. Activated also by the short-chain fatty acids (SCFA) acetate and propionat [...] "
OR4P4,ENSP00000493384,9606,Homo sapiens,OR4P4,Olfactory receptor 4P4; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4C15,ENSP00000324958,9606,Homo sapiens,OR4C15,Olfactory receptor 4C15; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4A5,ENSP00000367664,9606,Homo sapiens,OR4A5,Olfactory receptor 4A5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4A16,ENSP00000325128,9606,Homo sapiens,OR4A16,Olfactory receptor 4A16; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4A15,ENSP00000325065,9606,Homo sapiens,OR4A15,Olfactory receptor 4A15; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR10W1,ENSP00000378516,9606,Homo sapiens,OR10W1,Olfactory receptor 10W1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2AE1,ENSP00000313936,9606,Homo sapiens,OR2AE1,Olfactory receptor 2AE1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR4F16,ENSP00000329982,9606,Homo sapiens,OR4F16,Olfactory receptor 4F3/4F16/4F29; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR6N2,ENSP00000493148,9606,Homo sapiens,OR6N2,Olfactory receptor 6N2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR6K2,ENSP00000352626,9606,Homo sapiens,OR6K2,Olfactory receptor 6K2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2L5,ENSP00000347428,9606,Homo sapiens,OR2L5,Olfactory receptor 2L5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2G3,ENSP00000326301,9606,Homo sapiens,OR2G3,Olfactory receptor 2G3; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2G2,ENSP00000326349,9606,Homo sapiens,OR2G2,Olfactory receptor 2G2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2C3,ENSP00000493385,9606,Homo sapiens,OR2C3,Olfactory receptor family 2 subfamily C member 3.
CAMK2A,ENSP00000500386,9606,Homo sapiens,CAMK2A,"Calcium/calmodulin-dependent protein kinase type II subunit alpha; Calcium/calmodulin-dependent protein kinase that functions autonomously after Ca(2+)/calmodulin-binding and autophosphorylation, and is involved in synaptic plasticity, neurotransmitter release and long-term potentiation. Member of the NMDAR signaling complex in excitatory synapses, it regulates NMDAR-dependent potentiation of the AMPAR and therefore excitatory synaptic transmission (By similarity). Regulates dendritic spine development. Also regulates the migration of developing neurons. Phosphorylates the transcriptio [...] "
CAMK2B,ENSP00000379098,9606,Homo sapiens,CAMK2B,"Calcium/calmodulin-dependent protein kinase type II subunit beta; Calcium/calmodulin-dependent protein kinase that functions autonomously after Ca(2+)/calmodulin-binding and autophosphorylation, and is involved in dendritic spine and synapse formation, neuronal plasticity and regulation of sarcoplasmic reticulum Ca(2+) transport in skeletal muscle. In neurons, plays an essential structural role in the reorganization of the actin cytoskeleton during plasticity by binding and bundling actin filaments in a kinase-independent manner. This structural function is required for correct targeti [...] "
OR5V1,ENSP00000493269,9606,Homo sapiens,OR5V1,Olfactory receptor 5V1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR2B2,ENSP00000304419,9606,Homo sapiens,OR2B2,Olfactory receptor 2B2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
CAMK2D,ENSP00000425824,9606,Homo sapiens,CAMK2D,"Calcium/calmodulin-dependent protein kinase type II subunit delta; Calcium/calmodulin-dependent protein kinase involved in the regulation of Ca(2+) homeostatis and excitation-contraction coupling (ECC) in heart by targeting ion channels, transporters and accessory proteins involved in Ca(2+) influx into the myocyte, Ca(2+) release from the sarcoplasmic reticulum (SR), SR Ca(2+) uptake and Na(+) and K(+) channel transport. Targets also transcription factors and signaling molecules to regulate heart function. In its activated form, is involved in the pathogenesis of dilated cardiomyopath [...] "
OR12D3,ENSP00000380023,9606,Homo sapiens,OR12D3,Olfactory receptor 12D3; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
CAMK2G,ENSP00000319060,9606,Homo sapiens,CAMK2G,"Calcium/calmodulin-dependent protein kinase type II subunit gamma; Calcium/calmodulin-dependent protein kinase that functions autonomously after Ca(2+)/calmodulin-binding and autophosphorylation, and is involved in sarcoplasmic reticulum Ca(2+) transport in skeletal muscle and may function in dendritic spine and synapse formation and neuronal plasticity. In slow-twitch muscles, is involved in regulation of sarcoplasmic reticulum (SR) Ca(2+) transport and in fast-twitch muscle participates in the control of Ca(2+) release from the SR through phosphorylation of the ryanodine receptor-cou [...] "
OR1A1,ENSP00000493179,9606,Homo sapiens,OR1A1,Olfactory receptor 1A1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR1D5,ENSP00000459028,9606,Homo sapiens,OR1D5,Olfactory receptor 1D5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR1E1,ENSP00000313384,9606,Homo sapiens,OR1E1,Olfactory receptor 1E1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR1E2,ENSP00000248384,9606,Homo sapiens,OR1E2,Olfactory receptor 1E2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR1G1,ENSP00000331545,9606,Homo sapiens,OR1G1,Olfactory receptor 1G1; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OR3A3,ENSP00000291231,9606,Homo sapiens,OR3A3,Olfactory receptor 3A3; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
NCALD,ENSP00000379256,9606,Homo sapiens,NCALD,Neurocalcin-delta; May be involved in the calcium-dependent regulation of rhodopsin phosphorylation. Binds three calcium ions; Belongs to the recoverin family.
OR6A2,ENSP00000492990,9606,Homo sapiens,OR6A2,Olfactory receptor 6A2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
CALML4,ENSP00000419081,9606,Homo sapiens,CALML4,Calmodulin-like protein 4; Calmodulin like 4; Belongs to the calmodulin family.
HCN4,ENSP00000261917,9606,Homo sapiens,HCN4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4; Hyperpolarization-activated ion channel with very slow activation and inactivation exhibiting weak selectivity for potassium over sodium ions. Contributes to the native pacemaker currents in heart (If) that regulate the rhythm of heart beat. May contribute to the native pacemaker currents in neurons (Ih). May mediate responses to sour stimuli.
ADCY6,ENSP00000311405,9606,Homo sapiens,ADCY6,Adenylate cyclase type 6; Catalyzes the formation of the signaling molecule cAMP downstream of G protein-coupled receptors. Functions in signaling cascades downstream of beta- adrenergic receptors in the heart and in vascular smooth muscle cells. Functions in signaling cascades downstream of the vasopressin receptor in the kidney and has a role in renal water reabsorption. Functions in signaling cascades downstream of PTH1R and plays a role in regulating renal phosphate excretion. Functions in signaling cascades downstream of the VIP and SCT receptors in pancreas and contributes to the [...] 
CHRM3,ENSP00000255380,9606,Homo sapiens,CHRM3,"Muscarinic acetylcholine receptor M3; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover."
ADCY8,ENSP00000286355,9606,Homo sapiens,ADCY8,"Adenylate cyclase type 8; Catalyzes the formation of cAMP in response to calcium entry leadings to cAMP signaling activation that affect processes suche as synaptic plasticity and insulin secretion. Plays a role in many brain functions, such as learning, memory, drug addiction, and anxiety modulation through regulation of synaptic plasticity by modulating long-term memory and long-term potentiation (LTP) through CREB transcription factor activity modulation. Plays a central role in insulin secretion by controlling glucose homeostasis through glucagon- like peptide 1 and glucose signali [...] "
HTR3C,ENSP00000322617,9606,Homo sapiens,HTR3C,"5-hydroxytryptamine receptor 3C; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor is a ligand- gated ion channel, which when activated causes fast, depolarizing responses. It is a cation-specific, but otherwise relatively nonselective, ion channel."
ADCY4,ENSP00000312126,9606,Homo sapiens,ADCY4,Adenylate cyclase type 4; Catalyzes the formation of the signaling molecule cAMP in response to G-protein signaling.
HTR3D,ENSP00000371929,9606,Homo sapiens,HTR3D,"5-hydroxytryptamine receptor 3D; This is one of the several different receptors for 5- hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone, and a mitogen. This receptor is a ligand- gated ion channel, which when activated causes fast, depolarizing responses. It is a cation-specific, but otherwise relatively nonselective, ion channel; Belongs to the ligand-gated ion channel (TC 1.A.9) family. 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily. HTR3D sub- subfamily."
P2RX2,ENSP00000343339,9606,Homo sapiens,P2RX2,"P2X purinoceptor 2; Ion channel gated by extracellular ATP involved in a variety of cellular responses, such as excitatory postsynaptic responses in sensory neurons, neuromuscular junctions (NMJ) formation, hearing, perception of taste and peristalsis. In the inner ear, regulates sound transduction and auditory neurotransmission, outer hair cell electromotility, inner ear gap junctions, and K(+) recycling. Mediates synaptic transmission between neurons and from neurons to smooth muscle."
PLCB1,ENSP00000338185,9606,Homo sapiens,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1; The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes."
GABBR1,ENSP00000366233,9606,Homo sapiens,GABBR1,"Gamma-aminobutyric acid type B receptor subunit 1; Component of a heterodimeric G-protein coupled receptor for GABA, formed by GABBR1 and GABBR2. Within the heterodimeric GABA receptor, only GABBR1 seems to bind agonists, while GABBR2 mediates coupling to G proteins. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase, stimulates phospholipase A2, activates potassium channels, inactivates voltage-depend [...] "
CALHM1,ENSP00000329926,9606,Homo sapiens,CALHM1,"Calcium homeostasis modulator protein 1; Pore-forming subunit of a voltage-gated ion channel required for sensory perception of sweet, bitter and umami tastes (By similarity). Specifically present in type II taste bud cells, where it plays a central role in sweet, bitter and umami taste perception by inducing ATP release from the cell, ATP acting as a neurotransmitter to activate afferent neural gustatory pathways (By similarity). Together with CALHM3, forms a fast-activating voltage-gated ATP-release channel in type II taste bud cells (TBCs) (By similarity). Acts both as a voltage-gat [...] "
GABRA1,ENSP00000393097,9606,Homo sapiens,GABRA1,"Gamma-aminobutyric acid receptor subunit alpha-1; Ligand-gated chloride channel which is a component of the heteropentameric receptor for GABA, the major inhibitory neurotransmitter in the brain. Plays an important role in the formation of functional inhibitory GABAergic synapses in addition to mediating synaptic inhibition as a GABA-gated ion channel. The gamma2 subunit is necessary but not sufficient for a rapid formation of active synaptic contacts and the synaptogenic effect of this subunit is influenced by the type of alpha and beta subunits present in the receptor pentamer (By si [...] "
GABRA2,ENSP00000427603,9606,Homo sapiens,GABRA2,"Gamma-aminobutyric acid receptor subunit alpha-2; Ligand-gated chloride channel which is a component of the heteropentameric receptor for GABA, the major inhibitory neurotransmitter in the brain (By similarity). Plays an important role in the formation of functional inhibitory GABAergic synapses in addition to mediating synaptic inhibition as a GABA-gated ion channel (By similarity). The gamma2 subunit is necessary but not sufficient for a rapid formation of active synaptic contacts and the synaptogenic effect of this subunit is influenced by the type of alpha and beta subunits present [...] "
GABRA3,ENSP00000359337,9606,Homo sapiens,GABRA3,"Gamma-aminobutyric acid receptor subunit alpha-3; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel."
GABRA4,ENSP00000264318,9606,Homo sapiens,GABRA4,"Gamma-aminobutyric acid receptor subunit alpha-4; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Belongs to the ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA4 sub- subfamily."
GABRA5,ENSP00000382953,9606,Homo sapiens,GABRA5,"Gamma-aminobutyric acid receptor subunit alpha-5; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel."
GABRA6,ENSP00000274545,9606,Homo sapiens,GABRA6,"Gamma-aminobutyric acid receptor subunit alpha-6; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel."
TAS2R39,ENSP00000405095,9606,Homo sapiens,TAS2R39,"Taste receptor type 2 member 39; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
TAS2R40,ENSP00000386210,9606,Homo sapiens,TAS2R40,Taste receptor type 2 member 40; Gustducin-coupled receptor implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5.
TAS2R41,ENSP00000386201,9606,Homo sapiens,TAS2R41,"Taste receptor type 2 member 41; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
TAS2R31,ENSP00000375093,9606,Homo sapiens,TAS2R31,"Taste receptor type 2 member 31; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity). Activated by the sulfonyl amide sweeteners saccharin and acesulfame K; Belongs to the G-protein coupled receptor T2R family."
TAS2R45,ENSP00000431719,9606,Homo sapiens,TAS2R43,"Taste receptor type 2 member 43; Gustducin-coupled receptor immplicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5. Activated by the sulfonyl amide sweeteners saccharin and acesulfame K. In airway epithelial cells, binding of bitter compounds increases the intracellular calcium ion concentration and stimulates ciliary beat frequency. May act as chemosensory receptors in airway epithelial cells to detect and eliminate potential noxious agents from the airways (By similarity)."
TAS2R46,ENSP00000436450,9606,Homo sapiens,TAS2R46,"Taste receptor type 2 member 46; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity). In airway epithelial cells, binding of bitter compounds increases the intracellular calcium ion concentration and stimulates ciliary beat frequency (By similarity); Belongs to the G-protein coupled receptor T2R family."
TAS2R30,ENSP00000444736,9606,Homo sapiens,TAS2R30,"Taste receptor type 2 member 30; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
TAS2R19,ENSP00000375091,9606,Homo sapiens,TAS2R19,"Taste receptor type 2 member 19; Receptor that may play a role in the perception of bitterness and is gustducin-linked. May play a role in sensing the chemical composition of the gastrointestinal content. The activity of this receptor may stimulate alpha gustducin, mediate PLC-beta-2 activation and lead to the gating of TRPM5 (By similarity); Belongs to the G-protein coupled receptor T2R family."
